file_path,title,artist,album,genre,year,length
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Generationwhy.mp3,Generationwhy,Zhu,Generationwhy,Dance,2016-06-13,232.13333333333333
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - In the Morning.mp3,In the Morning,ZHU,In the Morning,Dance,2016-02-26,246.49512471655328
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Love That Hurts.mp3,Love That Hurts,ZHU/ Karnaval Blues/ Indiana,RINGOS DESERT,Electro,2018-09-07,180.5726984126984
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - My Life.mp3,My Life,ZHU/Tame Impala,My Life,Электронная музыка,2018-03-05,294.3510657596372
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Provocateur.mp3,Provocateur,ZHU,RINGOS DESERT,Electro,2018-09-07,251.83947845804988
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Still Want U.mp3,Still Want U,ZHU/ Karnaval Blues,RINGOS DESERT,Electro,2018-09-07,213.02548752834468
"C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Stormy Love, NM.mp3","Stormy Love, NM.",ZHU/ JOY.,RINGOS DESERT,Electro,2018-09-07,227.7174149659864
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Working For It.mp3,Working For It,ZHU/ Skrillex/ THEY.,Working For It,Electro,2015-10-23,231.81333333333333
C:\Users\marius\Desktop\Musik\Malle und party\Der Zipfelbube - Tretboot.mp3,Tretboot,"Der Zipfelbube, Almklausi, Magic Marco",Tretboot,German Music,2025-04-11,150.8
C:\Users\marius\Desktop\Musik\Malle und party\Dimitri Vegas   Like Mike - The Scientist.mp3,The Scientist,Dimitri Vegas & Like Mike/ Brennan Heart/ Tony Junior,The Scientist,Electro,2024-03-29,207.51673469387754
C:\Users\marius\Desktop\Musik\Malle und party\DJ Ötzi - Sweet Caroline (Single Version).mp3,Sweet Caroline (Single Version),DJ Ötzi,Hotel Engel (Gold Edition inkl. Bonustrack),,2009-09-25,217.73061224489797
C:\Users\marius\Desktop\Musik\Malle und party\Drunken Masters - BIER.mp3,BIER,Drunken Masters/Maxim K.I.Z/K.I.Z,BIER,Rap/Hip Hop,2020-10-09,129.65297052154196
C:\Users\marius\Desktop\Musik\Malle und party\Finch - Abfahrt.mp3,Abfahrt,FiNCH ASOZiAL,Abfahrt,Rap/Hip Hop,2018-12-14,206.99428571428572
"C:\Users\marius\Desktop\Musik\Malle und party\Gala - Freed From Desire (prod. Molella, Phil Jay).mp3",Freed From Desire,Gala/ Molella/ Phil Jay,DIY Loves 90'S Vol. 1,Dance,2010-05-05,213.37135
C:\Users\marius\Desktop\Musik\Malle und party\Gigi D'Agostino - L'Amour Toujours.mp3,L'Amour Toujours,Gigi D'Agostino,Various Artists - Fussball Party Hits 2010 (MP3 Compilation),Детская музыка/Rap/Hip Hop,2010-03-26,238.7597732426304
C:\Users\marius\Desktop\Musik\Malle und party\Gigi D'Agostino - The Riddle.mp3,The Riddle,Gigi D'Agostino,Various Artists - Disco Fox (MP3 Compilation),Поп,2010-09-17,286.25333333333333
C:\Users\marius\Desktop\Musik\Malle und party\Höhner - Schenk mir dein Herz (Xtreme Sound Party Mix).mp3,Schenk mir dein Herz (Xtreme Sound Party Mix),Höhner,Carneval,Поп,2011-01-01,213.68163265306123
C:\Users\marius\Desktop\Musik\Malle und party\Ikke Hüftgold - Ich schwanke noch.mp3,Ich schwanke noch,Ikke Hüftgold,Ballermann Party Knüller 2021,Schlager & Volksmusik,2021-06-25,209.35814058956916
"C:\Users\marius\Desktop\Musik\Malle und party\Ingo ohne Flamingo - Saufen morgens, mittags, abends.mp3","Saufen morgens, mittags, abends",Ingo ohne Flamingo,"Abriss Ski Hits 2018 - Die XXL Apres Ski Schlager Discofox Hits bis zum Karneval und Fasching 2019 - inkl. Partyhit ""Auffe aufn Be",Поп,2018-01-19,243.87918367346938
C:\Users\marius\Desktop\Musik\Malle und party\Isi Glück - Oberteil.mp3,Oberteil,Isi Glück/ Marc Eggers,Oberteil,,2024-04-26,150.0212244897959
C:\Users\marius\Desktop\Musik\Malle und party\JDX - live the moment.mp3,Live The Moment,"JDX, Sarah Maria",DEDIQATED - 20 Years Of Q-dance,Electro,2020-02-03,212.84571428571428
C:\Users\marius\Desktop\Musik\Malle und party\Julian Sommer - Eine Nacht in Arenal.mp3,Eine Nacht in Arenal,"Julian Sommer, Frenzy",Eine Nacht in Arenal,Schlager & Volksmusik,2025-03-21,208.07142857142858
C:\Users\marius\Desktop\Musik\Malle und party\Julian Sommer - SOS.mp3,SOS,Julian Sommer,SOS,Schlager & Volksmusik,2025-04-04,205.88027210884354
C:\Users\marius\Desktop\Musik\Malle und party\Lil Kleine - Stoff und Schnaps.mp3,Stoff und Schnaps,Lil Kleine/ Ronnie Flex,Stoff und Schnaps,Rap/Hip Hop,2016-07-08,146.0
C:\Users\marius\Desktop\Musik\Malle und party\Liquido - Narcotic (Radio Edit).mp3,Narcotic (Radio Edit),Liquido,Narcotic,Alternative/Pop,2015-07-10,236.15
C:\Users\marius\Desktop\Musik\Malle und party\Mehnersmoos - 3 Uhr Nachts.mp3,3 Uhr Nachts,Mehnersmoos/DJ Arschlochficker,Pennergang,Rap/Hip Hop,2022-03-04,213.67843537414967
C:\Users\marius\Desktop\Musik\Malle und party\Mehnersmoos - Bir.mp3,Bir,Mehnersmoos,Bir,Rap/Hip Hop,2022-12-16,153.33333333333334
C:\Users\marius\Desktop\Musik\Malle und party\Mia Julia - Bring mich nach Hause.mp3,Bring mich nach Hause,Mia Julia,Bring mich nach Hause,Pop,2023-07-14,149.16
C:\Users\marius\Desktop\Musik\Malle und party\Mia Julia - WOW!.mp3,WOW!,"Mia Julia, Marc Eggers",WOW!,Schlager & Volksmusik,2025-05-29,119.24895691609977
C:\Users\marius\Desktop\Musik\Malle und party\Mickie Krause - Geh mal Bier hol'n - GmBh.mp3,Geh mal Bier hol'n - GmBh,Mickie Krause,Ein Wort sagt mehr als 1000 Bilder,,2014-01-01,187.05333333333334
C:\Users\marius\Desktop\Musik\Malle und party\Mickie Krause - Handwerker.mp3,Handwerker,Mickie Krause/ Julian Sommer,Handwerker,Schlager & Volksmusik,2024-05-03,205.87102040816328
C:\Users\marius\Desktop\Musik\Malle und party\Mätropolis - Rakete (Party Edit).mp3,Rakete,"Mätropolis, Dj Aaron",Rakete (Party Edit),Schlager & Volksmusik,2025-04-17,188.18750566893425
C:\Users\marius\Desktop\Musik\Malle und party\Oimara - Wackelkontakt.mp3,Wackelkontakt,Oimara,Wackelkontakt,Dance,2024-08-02,168.82938775510203
C:\Users\marius\Desktop\Musik\Malle und party\Peter Wackel - Inselfieber.mp3,Inselfieber,Peter Wackel,Inselfieber,,2023-03-31,153.9560544217687
C:\Users\marius\Desktop\Musik\Malle und party\Rumbombe - HURENSOHN.mp3,HURENSOHN,Rumbombe,HURENSOHN,Schlager & Volksmusik,2025-03-21,154.5404081632653
C:\Users\marius\Desktop\Musik\Malle und party\Santiano - Gott muss ein Seemann sein.mp3,Gott muss ein Seemann sein,Santiano,Mit den Gezeiten (CH Sonderedition),Pop,2013-11-22,226.22040816326532
C:\Users\marius\Desktop\Musik\Malle und party\Scooter - How Much Is The Fish.mp3,How Much Is The Fish?,Scooter,No Time To Chill,Dance,1998-07-20,227.0
C:\Users\marius\Desktop\Musik\Malle und party\Scooter - J adore Hardcore.mp3,J'adore Hardcore,Scooter,20 Years Of Hardcore (Remastered),Dance,2013-10-18,227.99984126984128
C:\Users\marius\Desktop\Musik\Malle und party\Scooter - Maria (I Like It Loud) (Radio Edit).mp3,Maria (I Like It Loud),Marc Acardipane/ Dick Rules/ Scooter,Maria (I Like It Loud),Dance,2003-08-11,221.90666666666667
C:\Users\marius\Desktop\Musik\Malle und party\Scooter - Nessaja.mp3,Nessaja,Scooter,Nessaja,Dance,2002-04-08,207.72
C:\Users\marius\Desktop\Musik\Malle und party\Scooter - The Logical Song.mp3,The Logical Song,Scooter,BEST ROAD TRIP DANCE PARTY 00/10'S,Dance,2023-06-29,234.93333333333334
C:\Users\marius\Desktop\Musik\Malle und party\Tobee - Bella Napoli (Xtreme Sound Party Mix).mp3,Bella Napoli,Tobee,Bella Napoli (Xtreme Sound Party Mix),German Music,2024-11-14,224.94040816326532
C:\Users\marius\Desktop\Musik\mixx\Andruss - Frikitona.mp3,Frikitona,Andruss,Frikitona,Dance,2023-07-14,174.4195918367347
C:\Users\marius\Desktop\Musik\mixx\Anyma - Pictures Of You.mp3,Pictures Of You,Anyma,Genesys II,Dance,2024-03-29,175.36
C:\Users\marius\Desktop\Musik\mixx\Armin van Buuren - On   On.mp3,On & On,Armin van Buuren/Punctual/Alika,On & On,Танцевальная музыка,2023-03-29,170.57804988662133
C:\Users\marius\Desktop\Musik\mixx\BADDIES ONLY - Set Fire to the Rain X BADDIES ONLY.mp3,Set Fire to the Rain X BADDIES ONLY,BADDIES ONLY,Set Fire to the Rain X BADDIES ONLY,Electro/Dance,2023-05-11,108.66145124716553
C:\Users\marius\Desktop\Musik\mixx\Bennett - Vois sur ton chemin (Techno Mix).mp3,Vois sur ton chemin (Techno Mix),Bennett,Vois sur ton chemin (Techno Mix),Electro/Dance,2023-08-04,178.156462585034
C:\Users\marius\Desktop\Musik\mixx\brando - Look Into My Eyes (HUGEL & Hugo Cantarra Remix).mp3,Look Into My Eyes (HUGEL & Hugo Cantarra Remix),brando,Look Into My Eyes (HUGEL & Hugo Cantarra Remix),Dance,2020-08-14,152.19514739229024
C:\Users\marius\Desktop\Musik\mixx\Breaking Beattz - Guud Gurls.mp3,Guud Gurls,Breaking Beattz/Kzn,Guud Gurls,Electro/Techno/House,2021-07-16,190.47621315192742
C:\Users\marius\Desktop\Musik\mixx\Chase   Status - Baddadan.mp3,Baddadan,Chase & Status/ Bou/ IRAH/ Flowdan/ Trigga/ Takura,Baddadan,Dance,2023-07-27,177.29174603174604
C:\Users\marius\Desktop\Musik\mixx\Conrad Taylor - i will live (i will die).mp3,i will live (i will die),Conrad Taylor/Brittany Suleiman,i will live (i will die),Electro/Dance,2023-03-09,217.6553514739229
C:\Users\marius\Desktop\Musik\mixx\Deadmau5 - I Remember (John Summit Remix).mp3,I Remember,deadmau5/ Kaskade,I Remember (John Summit Remix),Dance,2023-07-07,240.0
C:\Users\marius\Desktop\Musik\mixx\Deborah de Luca - Children (Radio Edit).mp3,Children (Radio Edit),Deborah de Luca/Robert Miles,Children,Electro,2022-07-15,206.22224489795917
C:\Users\marius\Desktop\Musik\mixx\Dillon Francis - Say Less.mp3,Say Less,Dillon Francis/G-Eazy,Say Less,Dance,2017-04-07,204.6990022675737
C:\Users\marius\Desktop\Musik\mixx\Dimitri Vegas - The Drop (Öwnboss Remix).mp3,The Drop (Öwnboss Remix),Dimitri Vegas/David Guetta/Öwnboss/Azteck/Nicole Scherzinger,The Drop (Ownboss Remix),Electro/Dance,2022-12-23,176.32809523809524
C:\Users\marius\Desktop\Musik\mixx\Dom Dolla - Eat Your Man (with Nelly Furtado).mp3,Eat Your Man (with Nelly Furtado),Dom Dolla/Nelly Furtado,Eat Your Man (with Nelly Furtado),Dance,2023-06-02,197.16467120181406
C:\Users\marius\Desktop\Musik\mixx\Durdenhauer_Praise_The_Lord_Da_Shine_feat_Skepta_Durdenhauer_Edit.mp3,Praise The Lord (Da Shine) (feat. Skepta) (Durdenhauer Edit),Durdenhauer/A$AP Rocky/Skepta,Praise The Lord (Da Shine) (feat. Skepta) (Durdenhauer Edit),Rap/Hip Hop/Pop,2022-11-18,163.51541950113378
C:\Users\marius\Desktop\Musik\mixx\Eli Brown - Be The One.mp3,Be The One,Eli Brown,Be The One,Танцевальная музыка,2023-03-31,169.85294784580498
C:\Users\marius\Desktop\Musik\mixx\Elley Duhe - MONEY ON THE DASH.mp3,MONEY ON THE DASH,Elley Duhe/ Whethan,MONEY ON THE DASH,Dance,2023-01-20,145.71102040816328
C:\Users\marius\Desktop\Musik\mixx\Fisher - Atmosphere.mp3,Atmosphere,FISHER/ Kita Alexander,Atmosphere,Dance,2023-08-11,182.85714285714286
C:\Users\marius\Desktop\Musik\mixx\Fisher - Losing It.mp3,Losing It,FISHER,Losing It,Dance,2018-07-13,248.03555555555556
C:\Users\marius\Desktop\Musik\mixx\Fisher - Take It Off.mp3,Take It Off,FISHER/Aatig,Future Dance,Dance,2023-09-29,194.60408163265305
C:\Users\marius\Desktop\Musik\mixx\Fred again.. - Baby again.mp3,Baby again..,Fred again../Skrillex/Four Tet,Baby again..,Electro/Dance,2023-03-17,319.96367346938774
C:\Users\marius\Desktop\Musik\mixx\Fred again.. - Marea (we ve lost dancing).mp3,Marea (we’ve lost dancing),Fred again../ The Blessed Madonna,Marea (we’ve lost dancing),Electro,2021-02-22,285.3750113378685
C:\Users\marius\Desktop\Musik\mixx\Hamdi - Counting.mp3,Counting,Hamdi/ Princess Superstar,Counting,Dance,2023-05-26,232.46875283446713
C:\Users\marius\Desktop\Musik\mixx\Hamdi - Skanka.mp3,Skanka,Hamdi,Skanka,Электронная музыка/Танцевальная музыка,2021-12-15,221.14732426303854
"C:\Users\marius\Desktop\Musik\mixx\Hamdi, Sammy Virji - Show Me (VIP).mp3",Show Me (VIP),"Hamdi, Sammy Virji/Hamdi/Sammy Virji",Show Me (VIP),Electro,2019-06-10,272.2742857142857
C:\Users\marius\Desktop\Musik\mixx\HUGEL - Marianela (Que Pasa).mp3,Marianela (Que Pasa),HUGEL/Merk & Kremont/Lirico En La Casa,Marianela (Que Pasa),Electro/Techno/House/Dance,2022-11-25,145.7661224489796
C:\Users\marius\Desktop\Musik\mixx\Jaxomy - Pedro.mp3,Pedro,Jaxomy/ Agatino Romero/ Raffaella Carra,Pedro,Dance,2024-03-29,144.87510204081633
C:\Users\marius\Desktop\Musik\mixx\Jerome - Light.mp3,Light,Jerome,Light,Танцевальная музыка,2019-06-20,185.91551020408164
C:\Users\marius\Desktop\Musik\mixx\JKRS - Maneater.mp3,Maneater,JKRS/Echo,Maneater,Electro,2023-02-17,154.28569160997733
C:\Users\marius\Desktop\Musik\mixx\limic - Tokyo Drift.mp3,Tokyo Drift,limic/ BASTL/ FLX,Tokyo Drift,Electro,2023-09-22,135.91510204081632
C:\Users\marius\Desktop\Musik\mixx\Matt Sassari - Give It To Me (Full Vocal Mix).mp3,Give It To Me,Matt Sassari,Give It To Me (Full Vocal Mix),Electro,2021-10-22,102.86061224489796
C:\Users\marius\Desktop\Musik\mixx\Me - Push to Start.mp3,Push To Start (feat. No/Me),Noizu/Westend/No/Me,Push To Start (feat. No/Me),Electro/Dance,2023-02-24,181.87501133786847
C:\Users\marius\Desktop\Musik\mixx\MEDUZA - Bad Memories (Felix Jaehn Remix).mp3,Bad Memories (Felix Jaehn Remix),MEDUZA/James Carter/Felix Jaehn/Elley Duhé/FAST BOY,Bad Memories (Felix Jaehn Remix),Dance,2022-10-14,149.56521541950113
C:\Users\marius\Desktop\Musik\mixx\MEMBA - BACK ONLINE.mp3,BACK ONLINE,MEMBA/pluko/EVAN GIIA/BIICLA,BACK ONLINE,Electro,2023-02-20,217.84616780045351
C:\Users\marius\Desktop\Musik\mixx\Nitti - Sex on Fire (NITTI Extended Remix).mp3,Sex on Fire (NITTI Extended Remix),Nitti,Sex On Fire (NITTI Remix),Танцевальная музыка/Поп/Рок,2023-03-10,248.77038548752836
C:\Users\marius\Desktop\Musik\mixx\Oliver Tree - Miss You (Showtek Remix).mp3,Miss You (Showtek Remix),Oliver Tree/Robin Schulz/Showtek,Miss You (Showtek Remix),Dance,2022-12-09,193.8356462585034
C:\Users\marius\Desktop\Musik\mixx\Ray Volpe - Laserbeam.mp3,Laserbeam,Ray Volpe,Laserbeam,Electro/Dubstep,2022-06-24,221.6
C:\Users\marius\Desktop\Musik\mixx\Say It (Illenium Remix) CD 1 TRACK 1 (320).mp3,Say It (Illenium Remix),"Flume, Tove Lo",Say It (Illenium Remix),Electro,2017-01-13,267.2326530612245
C:\Users\marius\Desktop\Musik\mixx\Skrillex - A Street I Know.mp3,A Street I Know,Skrillex/Eli Keszler,Quest For Fire,Electro/Dance,2023-02-17,215.17244897959185
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Chicken Soup.mp3,Chicken Soup,Skrillex/Habstrakt,HOWSLA,Электронная музыка,2017-05-05,207.29299319727892
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Hydrate.mp3,Hydrate,Skrillex/Flowdan/BEAM/PEEKABOO,Quest For Fire,Electro/Dance,2023-02-17,216.0
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Push (feat. contra   OFFAIAH).mp3,Push (feat. contra & OFFAIAH),Skrillex/ Hamdi/ Taichu/ Contra/ OFFAIAH,Just Dropped,Pop,2024-06-04,185.2865306122449
C:\Users\marius\Desktop\Musik\mixx\Skrillex - RATATA.mp3,RATATA,Skrillex/Missy Elliott/Mr. Oizo,Quest For Fire,Electro/Dance,2023-02-17,126.77421768707482
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Rumble.mp3,Rumble,Skrillex/Fred again../Flowdan,Rumble,Electro,2023-01-04,146.5713605442177
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Supersonic (my existence).mp3,Supersonic (my existence),Skrillex/ Noisia/ Josh Pan/ Dylan Brady,Supersonic (my existence),Electro,2021-06-10,165.37219954648526
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Way Back.mp3,Way Back,Skrillex/PinkPantheress/Trippie Redd,Way Back,Electro,2023-01-03,119.31424036281179
C:\Users\marius\Desktop\Musik\mixx\Skrillex - Xena.mp3,Xena,Skrillex/Nai Barghouti,Xena,Electro,2023-02-02,251.58621315192744
C:\Users\marius\Desktop\Musik\mixx\Steve Aoki - Send It.mp3,Send It,Steve Aoki/ Will Sparks,Send It,Electro,2019-10-04,182.7004081632653
C:\Users\marius\Desktop\Musik\mixx\Still Young - When We Were Young.mp3,When We Were Young,Still Young/Kosling/Omz,When We Were Young,Танцевальная музыка,2019-05-24,188.49959183673468
C:\Users\marius\Desktop\Musik\mixx\Sunday Scaries - Chill Like That.mp3,Chill Like That,Sunday Scaries/ PiCKUPLiNES,Chill Like That,Dance,2022-09-16,179.06938775510204
C:\Users\marius\Desktop\Musik\mixx\Swedish House Mafia - Greyhound.mp3,Greyhound,Swedish House Mafia,Tomorrowland 2012_02,Dance,2012-07-27,410.3430385487528
C:\Users\marius\Desktop\Musik\mixx\Swedish House Mafia - Time.mp3,Time,Swedish House Mafia/ Mapei,Paradise Again,Dance,2022-04-15,281.2104761904762
C:\Users\marius\Desktop\Musik\mixx\The Chemical Brothers - Hey Boy Hey Girl (ARTBAT Remix).mp3,Hey Boy Hey Girl,The Chemical Brothers/ ARTBAT,Hey Boy Hey Girl (ARTBAT Remix),Electro,2024-05-24,192.41795918367347
C:\Users\marius\Desktop\Musik\mixx\The Naked And Famous - Punching In A Dream.mp3,Punching In A Dream,The Naked And Famous,"Passive Me, Aggressive You",Alternative,2011-01-01,238.13333333333333
C:\Users\marius\Desktop\Musik\mixx\The Prince Karma - Later Bitches.mp3,Later Bitches,The Prince Karma,Later Bitches,Танцевальная музыка,2018-05-25,247.9760544217687
C:\Users\marius\Desktop\Musik\mixx\This Is What It Feels Like (WW Remix) CD 1 TRACK 1 (320).mp3,This Is What It Feels Like (W&W Radio Edit),Armin van Buuren feat. Trevor Guthrie,This Is What It Feels Like (W&W Remix),Dance,2015-02-23,206.811425
C:\Users\marius\Desktop\Musik\mixx\Timmy Trumpet - Mas Que Nada (with Marnik).mp3,Mas Que Nada (with Marnik),Timmy Trumpet/Moonshine/Marnik,Mas Que Nada (with Marnik),Dance,2023-01-27,167.26190476190476
C:\Users\marius\Desktop\Musik\mixx\Timmy Trumpet - World At Our Feet.mp3,World At Our Feet,Timmy Trumpet,World at Our Feet,Электронная музыка/Танцевальная музыка,2019-05-09,203.2907029478458
C:\Users\marius\Desktop\Musik\mixx\Tiësto - Drifting.mp3,Drifting,Tiësto,Drifting,Dance/Trance,2023-06-22,147.69226757369614
C:\Users\marius\Desktop\Musik\mixx\TroyBoi - ili.mp3,ili,TroyBoi,Left Is Right,Rap/Hip Hop,2017-08-25,245.0
C:\Users\marius\Desktop\Musik\mixx\Turno - Rave Out.mp3,Rave Out,Turno/Skepsis/Charlotte Plank,Rave Out,Dance,2023-05-18,148.15517006802722
C:\Users\marius\Desktop\Musik\mixx\W&W - Let The Music Take Control.mp3,Let The Music Take Control,W&W/BlasterJaxx,Let The Music Take Control,Танцевальная музыка,2019-05-17,156.49959183673468
C:\Users\marius\Desktop\Musik\mixx\Whereisalex - Alone (feat. Role Model).mp3,Alone (feat. Role Model),Whereisalex/ROLE MODEL,Alone (feat. Role Model),Electro/Dance/Pop,2018-08-10,216.42943310657597
C:\Users\marius\Desktop\Musik\mixx\Will Sparks - Say It Again.mp3,Say It Again,Will Sparks,Say It Again,Dance,2022-04-01,207.27274376417233
C:\Users\marius\Desktop\Musik\mixx\Öwnboss - Move Your Body.mp3,Move Your Body,Öwnboss/ Sevek,Move Your Body,Dance,2021-10-29,157.44498866213152
C:\Users\marius\Desktop\Musik\mixx casual\Cedric Gervais - MOLLY.mp3,MOLLY,Cedric Gervais/Joel Corry,MOLLY,Dance,2022-12-09,222.07160997732427
C:\Users\marius\Desktop\Musik\mixx casual\Dexys Midnight Runners - Come On Eileen.mp3,Come On Eileen,Dexys Midnight Runners,Kids Sing Along Pac (International Version),Kids,2009-01-01,276.8718367346939
C:\Users\marius\Desktop\Musik\mixx casual\Dr. Fresch - Take a Step Back.mp3,Take a Step Back,Dr. Fresch/Marten Hørger,Fractal Forest - 2022 Compilation,Electro/Dance,2022-07-15,160.0
C:\Users\marius\Desktop\Musik\mixx casual\Hayden James - Something About You (ODESZA Remix).mp3,Something About You (ODESZA Remix),Hayden James,Something About You (The Remixes),Электронная музыка,2015-08-21,343.84979591836736
C:\Users\marius\Desktop\Musik\mixx casual\Kaskade - 1990.mp3,1990,Kaskade/ BROHUG,1990,Electro,2020-01-24,158.96024943310658
C:\Users\marius\Desktop\Musik\mixx casual\Kelis - Milkshake 20 (Alex Wann Remix).mp3,Milkshake 20 (Alex Wann Remix),Kelis,Milkshake 20 (Alex Wann Remix),Dance,2023-09-12,176.9795918367347
C:\Users\marius\Desktop\Musik\mixx casual\Khaleesi CD 1 TRACK 1 (320).mp3,Khaleesi,"3 Are Legend, W&W",Khaleesi,Dance,2019-07-26,165.0416326530612
C:\Users\marius\Desktop\Musik\mixx casual\Lana Del Rey - Say Yes To Heaven (Anyma Remix).mp3,Say Yes To Heaven,Lana Del Rey/ Anyma,Say Yes To Heaven (Anyma Remix),Dance,2023-05-21,222.07678004535148
C:\Users\marius\Desktop\Musik\mixx casual\Levity - Flip It.mp3,Flip It,Levity,Flip It,Dance,2023-10-10,135.02693877551022
C:\Users\marius\Desktop\Musik\mixx casual\Lido - Murder (Alexander Lewis & Y2K Remix).mp3,Murder (Alexander Lewis & Y2K Remix),Lido,Everything Remixed,Electro,2017-03-03,192.02612244897958
C:\Users\marius\Desktop\Musik\mixx casual\Lucky Charms - E.T.mp3,E.T.,Lucky Charms/ BASTL/ Stephanie Schulte,E.T.,Electro,2023-09-01,235.47115646258504
C:\Users\marius\Desktop\Musik\mixx casual\LUM!X - Monster.mp3,Monster,LUM!X/ Gabry Ponte,Monster,Dance,2019-04-19,154.22607709750568
C:\Users\marius\Desktop\Musik\mixx casual\Memento CD 1 TRACK 1 (320).mp3,Memento,"Bassjackers, TWIIG",Memento,Dance,2019-05-13,158.51102040816326
C:\Users\marius\Desktop\Musik\mixx casual\Sevenn - Loco Papi.mp3,Loco Papi,Sevenn,Loco Papi,Танцевальная музыка,2019-06-14,178.56
C:\Users\marius\Desktop\Musik\music\01 - Piece Of Your Heart (Alok Remix) [feat. Goodboys].mp3,Piece Of Your Heart (Alok Remix) [feat. Goodboys],Meduza & Alok,Dance Club 2019.03,Dance & DJ,2019,166.58285714285714
C:\Users\marius\Desktop\Musik\music\02 - Stars [feat. Laniia].mp3,Stars [feat. Laniia],Vize,Dance Club 2019.03,Dance & DJ,2019,165.4857142857143
C:\Users\marius\Desktop\Musik\music\03 - All Day And Night (Jax Jones & Martin Solveig Present Europa _ Axwell Remix).mp3,All Day And Night (Jax Jones & Martin Solveig Present Europa / Axwell Remix),Jax Jones & Martin Solveig & Madison Beer,Dance Club 2019.03,Dance & DJ,2019,200.15020408163267
C:\Users\marius\Desktop\Musik\music\04 - Heaven.mp3,Heaven,Avicii,Dance Club 2019.03,Dance & DJ,2019,277.4204081632653
C:\Users\marius\Desktop\Musik\music\05 - Heart Beating.mp3,Heart Beating,Nora En Pure,Dance Club 2019.03,Dance & DJ,2019,163.4742857142857
C:\Users\marius\Desktop\Musik\music\06 - There For You.mp3,There For You,Gorgon City & MK,Dance Club 2019.03,Dance & DJ,2019,184.52897959183673
C:\Users\marius\Desktop\Musik\music\07 - Let Us Love.mp3,Let Us Love,Topic & Vigiland & Christopher,Dance Club 2019.03,Dance & DJ,2019,181.99510204081633
C:\Users\marius\Desktop\Musik\music\08 - Love On Myself [feat. Calum Scott].mp3,Love On Myself [feat. Calum Scott],Felix Jaehn,Dance Club 2019.03,Dance & DJ,2019,169.40408163265306
C:\Users\marius\Desktop\Musik\music\09 - Go Slow.mp3,Go Slow,Gorgon City & Kaskade & ROMÉO,Dance Club 2019.03,Dance & DJ,2019,218.64489795918368
C:\Users\marius\Desktop\Musik\music\10 - Truth Never Lies [feat. Aloe Blacc].mp3,Truth Never Lies [feat. Aloe Blacc],Lost Frequencies,Dance Club 2019.03,Pop,2019,192.02612244897958
C:\Users\marius\Desktop\Musik\music\11 - Alive [feat. PANGEA & DEGO].mp3,Alive [feat. PANGEA & DEGO],R3HAB & Vini Vici,Dance Club 2019.03,Dance & DJ,2019,188.42122448979592
C:\Users\marius\Desktop\Musik\music\12 - Ritual (Benny Benassi & BB Team Remix).mp3,Ritual (Benny Benassi & BB Team Remix),Tiësto & Jonas Blue & Rita Ora,Dance Club 2019.03,Dance & DJ,2019,185.9395918367347
C:\Users\marius\Desktop\Musik\music\13 - Sixteen (Don Diablo Remix).mp3,Sixteen (Don Diablo Remix),Ellie Goulding,Dance Club 2019.03,Pop,2019,193.72408163265305
C:\Users\marius\Desktop\Musik\music\14 - Mad Love (Blinkie Remix).mp3,Mad Love (Blinkie Remix),Mabel,Dance Club 2019.03,Pop,2019,199.70612244897958
C:\Users\marius\Desktop\Musik\music\15 - After Hours.mp3,After Hours,M-22 & Kiara Nelson,Dance Club 2019.03,Dance & DJ,2019,165.14612244897958
C:\Users\marius\Desktop\Musik\music\16 - KIDS.mp3,KIDS,Merk and Kremont,Dance Club 2019.03,Dance & DJ,2019,198.7657142857143
C:\Users\marius\Desktop\Musik\music\17 - Harder.mp3,Harder,Jax Jones & Bebe Rexha,Dance Club 2019.03,Dance & DJ,2019,160.41795918367347
C:\Users\marius\Desktop\Musik\music\18 - Castles (Sam Feldt Remix).mp3,Castles (Sam Feldt Remix),Freya Ridings,Dance Club 2019.03,Dance & DJ,2019,203.2065306122449
C:\Users\marius\Desktop\Musik\music\19 - Easier (Seeb Remix).mp3,Easier (Seeb Remix),5 Seconds Of Summer,Dance Club 2019.03,Pop,2019,165.92979591836735
C:\Users\marius\Desktop\Musik\music\20 - Using (MEDUZA Remix).mp3,Using (MEDUZA Remix),R I T U A L & Emily Warren,Dance Club 2019.03,Dance & DJ,2019,166.60897959183674
C:\Users\marius\Desktop\Musik\music\21 - Mirrors (Thuggin) [feat. Kendrick Lamar].mp3,Mirrors (Thuggin) [feat. Kendrick Lamar],Lotus & Glasses Malone,Dance Club 2019.03,Dance & DJ,2019,200.0195918367347
